COARSE,SAND,SILT,CLAY,TEXTURE_USDA,TEXTURE_SOTER,BULK,REF_BULK,ORG_CARBON,PH_WATER,TOTAL_N,CN_RATIO,CEC_SOIL,CEC_CLAY,CEC_EFF,TEB,BSAT,ALUM_SAT,ESP,TCARBON_EQ,GYPSUM,ELEC_COND,SHARE,HWSD2_SMU_ID
-3,-3,-3,-3,,-,-3.0,,-3.0,-3.0,-3.0,-3,-3,-3,-3,-3,-3,-3,-3,-3.0,-3.0,-3,50,61
-3,-3,-3,-3,,-,-3.0,,-3.0,-3.0,-3.0,-3,-3,-3,-3,-3,-3,-3,-3,-3.0,-3.0,-3,34,1312
-3,-3,-3,-3,,-,-3.0,,-3.0,-3.0,-3.0,-3,-3,-3,-3,-3,-3,-3,-3,-3.0,-3.0,-3,50,1660
-3,-3,-3,-3,,-,-3.0,,-3.0,-3.0,-3.0,-3,-3,-3,-3,-3,-3,-3,-3,-3.0,-3.0,-3,50,1952
-3,-3,-3,-3,,-,-3.0,,-3.0,-3.0,-3.0,-3,-3,-3,-3,-3,-3,-3,-3,-3.0,-3.0,-3,100,193
-3,-3,-3,-3,,-,-3.0,,-3.0,-3.0,-3.0,-3,-3,-3,-3,-3,-3,-3,-3,-3.0,-3.0,-3,50,1821
-3,-3,-3,-3,,-,-3.0,,-3.0,-3.0,-3.0,-3,-3,-3,-3,-3,-3,-3,-3,-3.0,-3.0,-3,50,1950
16,47,30,23,9.0,M,1.42,1.76,0.54499996,8.3000002,0.62,11,13,50,65,64,100,0,48,15.3,6.8000002,14,10,1816
16,47,30,23,9.0,M,1.42,1.76,0.54499996,8.3000002,0.62,11,13,50,65,64,100,0,48,15.3,6.8000002,14,20,1339
16,47,30,23,9.0,M,1.42,1.76,0.54499996,8.3000002,0.62,11,13,50,65,64,100,0,48,15.3,6.8000002,14,30,1853
16,47,30,23,9.0,M,1.42,1.76,0.54499996,8.3000002,0.62,11,13,50,65,64,100,0,48,15.3,6.8000002,14,30,1852
16,47,30,23,9.0,M,1.42,1.76,0.54499996,8.3000002,0.62,11,13,50,65,64,100,0,48,15.3,6.8000002,14,10,1818
16,47,30,23,9.0,M,1.42,1.76,0.54499996,8.3000002,0.62,11,13,50,65,64,100,0,48,15.3,6.8000002,14,10,1815
16,47,30,23,9.0,M,1.42,1.76,0.54499996,8.3000002,0.62,11,13,50,65,64,100,0,48,15.3,6.8000002,14,30,1812
16,47,30,23,9.0,M,1.42,1.76,0.54499996,8.3000002,0.62,11,13,50,65,64,100,0,48,15.3,6.8000002,14,10,1766
16,47,30,23,9.0,M,1.42,1.76,0.54499996,8.3000002,0.62,11,13,50,65,64,100,0,48,15.3,6.8000002,14,10,1767
16,47,30,23,9.0,M,1.42,1.76,0.54499996,8.3000002,0.62,11,13,50,65,64,100,0,48,15.3,6.8000002,14,10,1800
16,47,30,23,9.0,M,1.42,1.76,0.54499996,8.3000002,0.62,11,13,50,65,64,100,0,48,15.3,6.8000002,14,10,1337
16,47,30,23,9.0,M,1.42,1.76,0.54499996,8.3000002,0.62,11,13,50,65,64,100,0,48,15.3,6.8000002,14,20,1338
16,47,30,23,9.0,M,1.42,1.76,0.54499996,8.3000002,0.62,11,13,50,65,64,100,0,48,15.3,6.8000002,14,10,1350
16,47,30,23,9.0,M,1.42,1.76,0.54499996,8.3000002,0.62,11,13,50,65,64,100,0,48,15.3,6.8000002,14,30,1353
16,47,30,23,9.0,M,1.42,1.76,0.54499996,8.3000002,0.62,11,13,50,65,64,100,0,48,15.3,6.8000002,14,30,1355
16,47,30,23,9.0,M,1.42,1.76,0.54499996,8.3000002,0.62,11,13,50,65,64,100,0,48,15.3,6.8000002,14,30,1356
14,43,28,29,5.0,M,1.33,1.84,0.68599999,8.5,1.09,10,17,38,63,59,95,0,67,19.1,9.8999996,14,85,31981
14,43,28,29,5.0,M,1.33,1.84,0.68599999,8.5,1.09,10,17,38,63,59,95,0,67,19.1,9.8999996,14,40,32028
14,43,28,29,5.0,M,1.33,1.84,0.68599999,8.5,1.09,10,17,38,63,59,95,0,67,19.1,9.8999996,14,100,32035
14,43,28,29,5.0,M,1.33,1.84,0.68599999,8.5,1.09,10,17,38,63,59,95,0,67,19.1,9.8999996,14,60,32042
14,43,28,29,5.0,M,1.33,1.84,0.68599999,8.5,1.09,10,17,38,63,59,95,0,67,19.1,9.8999996,14,20,31852
14,43,28,29,5.0,M,1.33,1.84,0.68599999,8.5,1.09,10,17,38,63,59,95,0,67,19.1,9.8999996,14,30,31866
14,43,28,29,5.0,M,1.33,1.84,0.68599999,8.5,1.09,10,17,38,63,59,95,0,67,19.1,9.8999996,14,60,31945
14,43,28,29,5.0,M,1.33,1.84,0.68599999,8.5,1.09,10,17,38,63,59,95,0,67,19.1,9.8999996,14,40,31834
14,43,28,29,5.0,M,1.33,1.84,0.68599999,8.5,1.09,10,17,38,63,59,95,0,67,19.1,9.8999996,14,60,31995
14,43,28,29,5.0,M,1.33,1.84,0.68599999,8.5,1.09,10,17,38,63,59,95,0,67,19.1,9.8999996,14,40,31950
14,43,28,29,5.0,M,1.33,1.84,0.68599999,8.5,1.09,10,17,38,63,59,95,0,67,19.1,9.8999996,14,70,381
14,43,28,29,5.0,M,1.33,1.84,0.68599999,8.5,1.09,10,17,38,63,59,95,0,67,19.1,9.8999996,14,30,391
14,43,28,29,5.0,M,1.33,1.84,0.68599999,8.5,1.09,10,17,38,63,59,95,0,67,19.1,9.8999996,14,30,1868
5,30,39,31,5.0,M,1.33,1.85,1.015,7.5,0.93000001,11,20,66,39,39,100,0,63,15.8,6.6999998,16,70,1862
5,30,39,31,5.0,M,1.33,1.85,1.015,7.5,0.93000001,11,20,66,39,39,100,0,63,15.8,6.6999998,16,100,31880
5,30,39,31,5.0,M,1.33,1.85,1.015,7.5,0.93000001,11,20,66,39,39,100,0,63,15.8,6.6999998,16,60,31830
14,50,26,24,10.0,M,1.45,1.78,0.62,8.1000004,0.76999998,12,18,47,44,44,99,0,39,8.3999996,1.9,14,10,1856
14,50,26,24,10.0,M,1.45,1.78,0.62,8.1000004,0.76999998,12,18,47,44,44,99,0,39,8.3999996,1.9,14,100,1872
14,50,26,24,10.0,M,1.45,1.78,0.62,8.1000004,0.76999998,12,18,47,44,44,99,0,39,8.3999996,1.9,14,70,1868
14,50,26,24,10.0,M,1.45,1.78,0.62,8.1000004,0.76999998,12,18,47,44,44,99,0,39,8.3999996,1.9,14,10,1839
14,50,26,24,10.0,M,1.45,1.78,0.62,8.1000004,0.76999998,12,18,47,44,44,99,0,39,8.3999996,1.9,14,10,1858
14,50,26,24,10.0,M,1.45,1.78,0.62,8.1000004,0.76999998,12,18,47,44,44,99,0,39,8.3999996,1.9,14,70,391
14,50,26,24,10.0,M,1.45,1.78,0.62,8.1000004,0.76999998,12,18,47,44,44,99,0,39,8.3999996,1.9,14,30,381
14,50,26,24,10.0,M,1.45,1.78,0.62,8.1000004,0.76999998,12,18,47,44,44,99,0,39,8.3999996,1.9,14,10,195
10,43,32,25,9.0,M,1.45,1.79,0.68400002,8.1000004,0.81,11,17,52,44,44,99,0,38,9.8000002,1.8,16,5,1514
10,43,32,25,9.0,M,1.45,1.79,0.68400002,8.1000004,0.81,11,17,52,44,44,99,0,38,9.8000002,1.8,16,70,1869
22,50,32,18,9.0,M,1.6,1.6799999,0.47499999,8.6000004,0.46000001,12,11,60,62,60,100,0,56,9.6999998,1.9,14,40,31995
22,50,32,18,9.0,M,1.6,1.6799999,0.47499999,8.6000004,0.46000001,12,11,60,62,60,100,0,56,9.6999998,1.9,14,60,31834
22,50,32,18,9.0,M,1.6,1.6799999,0.47499999,8.6000004,0.46000001,12,11,60,62,60,100,0,56,9.6999998,1.9,14,100,31929
22,50,32,18,9.0,M,1.6,1.6799999,0.47499999,8.6000004,0.46000001,12,11,60,62,60,100,0,56,9.6999998,1.9,14,100,31907
22,50,32,18,9.0,M,1.6,1.6799999,0.47499999,8.6000004,0.46000001,12,11,60,62,60,100,0,56,9.6999998,1.9,14,60,31979
22,50,32,18,9.0,M,1.6,1.6799999,0.47499999,8.6000004,0.46000001,12,11,60,62,60,100,0,56,9.6999998,1.9,14,15,31911
22,50,32,18,9.0,M,1.6,1.6799999,0.47499999,8.6000004,0.46000001,12,11,60,62,60,100,0,56,9.6999998,1.9,14,45,31942
22,50,32,18,9.0,M,1.6,1.6799999,0.47499999,8.6000004,0.46000001,12,11,60,62,60,100,0,56,9.6999998,1.9,14,100,31975
22,50,32,18,9.0,M,1.6,1.6799999,0.47499999,8.6000004,0.46000001,12,11,60,62,60,100,0,56,9.6999998,1.9,14,50,31966
22,50,32,18,9.0,M,1.6,1.6799999,0.47499999,8.6000004,0.46000001,12,11,60,62,60,100,0,56,9.6999998,1.9,14,60,31972
22,50,32,18,9.0,M,1.6,1.6799999,0.47499999,8.6000004,0.46000001,12,11,60,62,60,100,0,56,9.6999998,1.9,14,60,32028
22,50,32,18,9.0,M,1.6,1.6799999,0.47499999,8.6000004,0.46000001,12,11,60,62,60,100,0,56,9.6999998,1.9,14,100,31884
22,50,32,18,9.0,M,1.6,1.6799999,0.47499999,8.6000004,0.46000001,12,11,60,62,60,100,0,56,9.6999998,1.9,14,50,31866
22,50,32,18,9.0,M,1.6,1.6799999,0.47499999,8.6000004,0.46000001,12,11,60,62,60,100,0,56,9.6999998,1.9,14,100,31987
22,50,32,18,9.0,M,1.6,1.6799999,0.47499999,8.6000004,0.46000001,12,11,60,62,60,100,0,56,9.6999998,1.9,14,40,31849
22,50,32,18,9.0,M,1.6,1.6799999,0.47499999,8.6000004,0.46000001,12,11,60,62,60,100,0,56,9.6999998,1.9,14,30,31845
22,29,45,26,9.0,M,1.58,1.79,0.48800001,7.8000002,0.75,9,15,65,26,26,100,0,41,31.299999,2.4000001,16,20,31891
16,47,33,20,9.0,M,1.3200001,1.72,0.463,8.0,0.54000002,10,10,46,69,69,100,0,38,16.200001,25.5,32,100,31994
16,47,33,20,9.0,M,1.3200001,1.72,0.463,8.0,0.54000002,10,10,46,69,69,100,0,38,16.200001,25.5,32,15,31981
16,47,33,20,9.0,M,1.3200001,1.72,0.463,8.0,0.54000002,10,10,46,69,69,100,0,38,16.200001,25.5,32,40,31979
16,47,33,20,9.0,M,1.3200001,1.72,0.463,8.0,0.54000002,10,10,46,69,69,100,0,38,16.200001,25.5,32,100,32036
16,47,33,20,9.0,M,1.3200001,1.72,0.463,8.0,0.54000002,10,10,46,69,69,100,0,38,16.200001,25.5,32,100,32003
16,47,33,20,9.0,M,1.3200001,1.72,0.463,8.0,0.54000002,10,10,46,69,69,100,0,38,16.200001,25.5,32,20,31966
16,47,33,20,9.0,M,1.3200001,1.72,0.463,8.0,0.54000002,10,10,46,69,69,100,0,38,16.200001,25.5,32,60,32005
16,47,33,20,9.0,M,1.3200001,1.72,0.463,8.0,0.54000002,10,10,46,69,69,100,0,38,16.200001,25.5,32,40,32013
6,49,30,21,9.0,M,1.58,1.73,0.56300002,8.3000002,0.58999997,9,17,78,31,31,99,0,27,6.3000002,0.1,1,40,32042
6,49,30,21,9.0,M,1.58,1.73,0.56300002,8.3000002,0.58999997,9,17,78,31,31,99,0,27,6.3000002,0.1,1,70,31943
4,50,31,19,9.0,M,1.52,1.7,0.93400002,7.0999999,1.12,10,13,45,21,20,96,0,11,3.5,0.1,1,10,1824
8,50,29,21,9.0,M,1.51,1.73,0.54400003,8.1999998,0.54000002,9,17,82,31,31,99,0,24,6.3000002,0.60000002,0,100,32043
8,50,29,21,9.0,M,1.51,1.73,0.54400003,8.1999998,0.54000002,9,17,82,31,31,99,0,24,6.3000002,0.60000002,0,60,31950
8,50,29,21,9.0,M,1.51,1.73,0.54400003,8.1999998,0.54000002,9,17,82,31,31,99,0,24,6.3000002,0.60000002,0,100,31952
8,50,29,21,9.0,M,1.51,1.73,0.54400003,8.1999998,0.54000002,9,17,82,31,31,99,0,24,6.3000002,0.60000002,0,100,31960
-5,-5,-5,-5,,-,-5.0,,-5.0,-5.0,-5.0,-5,-5,-5,-5,-5,-5,-5,-5,-5.0,-5.0,-5,100,251
-9,-9,-9,-9,,-,-9.0,,-9.0,-9.0,-9.0,-9,-9,-9,-9,-9,-9,-9,-9,-9.0,-9.0,-9,100,7001
2,20,26,54,3.0,F,1.62,2.03,0.91999996,7.5,1.0,11,39,67,49,49,99,0,3,4.5999999,0.80000001,0,10,1132
2,14,33,53,3.0,F,1.7,2.02,1.7030001,6.9000001,1.64,11,40,65,45,44,93,0,1,9.5,0.69999999,0,20,1345
2,14,33,53,3.0,F,1.7,2.02,1.7030001,6.9000001,1.64,11,40,65,45,44,93,0,1,9.5,0.69999999,0,70,262
2,14,33,53,3.0,F,1.7,2.02,1.7030001,6.9000001,1.64,11,40,65,45,44,93,0,1,9.5,0.69999999,0,20,1344
2,14,33,53,3.0,F,1.7,2.02,1.7030001,6.9000001,1.64,11,40,65,45,44,93,0,1,9.5,0.69999999,0,30,1135
2,14,33,53,3.0,F,1.7,2.02,1.7030001,6.9000001,1.64,11,40,65,45,44,93,0,1,9.5,0.69999999,0,70,1740
2,14,33,53,3.0,F,1.7,2.02,1.7030001,6.9000001,1.64,11,40,65,45,44,93,0,1,9.5,0.69999999,0,70,1725
2,14,33,53,3.0,F,1.7,2.02,1.7030001,6.9000001,1.64,11,40,65,45,44,93,0,1,9.5,0.69999999,0,90,1743
2,14,33,53,3.0,F,1.7,2.02,1.7030001,6.9000001,1.64,11,40,65,45,44,93,0,1,9.5,0.69999999,0,30,1525
2,14,33,53,3.0,F,1.7,2.02,1.7030001,6.9000001,1.64,11,40,65,45,44,93,0,1,9.5,0.69999999,0,5,1514
2,14,33,53,3.0,F,1.7,2.02,1.7030001,6.9000001,1.64,11,40,65,45,44,93,0,1,9.5,0.69999999,0,10,1776
2,14,33,53,3.0,F,1.7,2.02,1.7030001,6.9000001,1.64,11,40,65,45,44,93,0,1,9.5,0.69999999,0,30,1869
2,21,24,55,3.0,F,1.64,2.04,0.90100002,7.3000002,0.92000002,12,40,69,48,47,99,0,2,2.2,0.5,0,30,31966
2,21,24,55,3.0,F,1.64,2.04,0.90100002,7.3000002,0.92000002,12,40,69,48,47,99,0,2,2.2,0.5,0,30,31947
4,13,32,55,3.0,F,1.72,2.03,1.819,6.8000002,1.77,10,41,63,42,41,93,0,2,1.6,0.5,0,55,31824
4,13,32,55,3.0,F,1.72,2.03,1.819,6.8000002,1.77,10,41,63,42,41,93,0,2,1.6,0.5,0,60,31807
4,13,32,55,3.0,F,1.72,2.03,1.819,6.8000002,1.77,10,41,63,42,41,93,0,2,1.6,0.5,0,100,31809
4,13,32,55,3.0,F,1.72,2.03,1.819,6.8000002,1.77,10,41,63,42,41,93,0,2,1.6,0.5,0,15,31821
4,13,32,55,3.0,F,1.72,2.03,1.819,6.8000002,1.77,10,41,63,42,41,93,0,2,1.6,0.5,0,20,31826
5,18,28,54,3.0,F,1.6,2.03,0.96999997,7.8000002,1.11,10,39,67,49,52,100,0,4,8.8999996,0.5,1,60,31872
5,18,28,54,3.0,F,1.6,2.03,0.96999997,7.8000002,1.11,10,39,67,49,52,100,0,4,8.8999996,0.5,1,100,31882
5,18,28,54,3.0,F,1.6,2.03,0.96999997,7.8000002,1.11,10,39,67,49,52,100,0,4,8.8999996,0.5,1,15,31883
5,18,28,54,3.0,F,1.6,2.03,0.96999997,7.8000002,1.11,10,39,67,49,52,100,0,4,8.8999996,0.5,1,70,31858
5,18,28,54,3.0,F,1.6,2.03,0.96999997,7.8000002,1.11,10,39,67,49,52,100,0,4,8.8999996,0.5,1,80,31896
5,18,28,54,3.0,F,1.6,2.03,0.96999997,7.8000002,1.11,10,39,67,49,52,100,0,4,8.8999996,0.5,1,60,31849
5,18,28,54,3.0,F,1.6,2.03,0.96999997,7.8000002,1.11,10,39,67,49,52,100,0,4,8.8999996,0.5,1,15,31857
5,18,28,54,3.0,F,1.6,2.03,0.96999997,7.8000002,1.11,10,39,67,49,52,100,0,4,8.8999996,0.5,1,70,31911
5,18,28,54,3.0,F,1.6,2.03,0.96999997,7.8000002,1.11,10,39,67,49,52,100,0,4,8.8999996,0.5,1,70,31845
5,18,28,54,3.0,F,1.6,2.03,0.96999997,7.8000002,1.11,10,39,67,49,52,100,0,4,8.8999996,0.5,1,60,31957
5,18,28,54,3.0,F,1.6,2.03,0.96999997,7.8000002,1.11,10,39,67,49,52,100,0,4,8.8999996,0.5,1,30,31850
5,18,28,54,3.0,F,1.6,2.03,0.96999997,7.8000002,1.11,10,39,67,49,52,100,0,4,8.8999996,0.5,1,15,31838
5,18,28,54,3.0,F,1.6,2.03,0.96999997,7.8000002,1.11,10,39,67,49,52,100,0,4,8.8999996,0.5,1,40,31949
5,18,28,54,3.0,F,1.6,2.03,0.96999997,7.8000002,1.11,10,39,67,49,52,100,0,4,8.8999996,0.5,1,80,31841
2,17,33,50,3.0,F,1.76,2.0,1.5439999,7.5999999,1.5,11,40,68,55,55,100,0,1,11.8,0.5,1,25,31835
2,17,33,50,3.0,F,1.76,2.0,1.5439999,7.5999999,1.5,11,40,68,55,55,100,0,1,11.8,0.5,1,15,31885
2,17,33,50,3.0,F,1.76,2.0,1.5439999,7.5999999,1.5,11,40,68,55,55,100,0,1,11.8,0.5,1,30,31833
2,17,33,50,3.0,F,1.76,2.0,1.5439999,7.5999999,1.5,11,40,68,55,55,100,0,1,11.8,0.5,1,60,31877
2,17,33,50,3.0,F,1.76,2.0,1.5439999,7.5999999,1.5,11,40,68,55,55,100,0,1,11.8,0.5,1,20,31832
2,17,33,50,3.0,F,1.76,2.0,1.5439999,7.5999999,1.5,11,40,68,55,55,100,0,1,11.8,0.5,1,60,31827
2,17,33,50,3.0,F,1.76,2.0,1.5439999,7.5999999,1.5,11,40,68,55,55,100,0,1,11.8,0.5,1,100,31814
2,17,33,50,3.0,F,1.76,2.0,1.5439999,7.5999999,1.5,11,40,68,55,55,100,0,1,11.8,0.5,1,60,31820
2,17,33,50,3.0,F,1.76,2.0,1.5439999,7.5999999,1.5,11,40,68,55,55,100,0,1,11.8,0.5,1,85,31821
2,17,33,50,3.0,F,1.76,2.0,1.5439999,7.5999999,1.5,11,40,68,55,55,100,0,1,11.8,0.5,1,40,31806
2,17,33,50,3.0,F,1.76,2.0,1.5439999,7.5999999,1.5,11,40,68,55,55,100,0,1,11.8,0.5,1,10,31811
2,17,33,50,3.0,F,1.76,2.0,1.5439999,7.5999999,1.5,11,40,68,55,55,100,0,1,11.8,0.5,1,100,31813
3,14,35,51,3.0,F,1.61,2.01,0.94999999,7.9000001,1.23,10,30,54,70,66,100,0,11,10.4,0.80000001,0,100,31963
-1,-1,-1,-1,,-,-1.0,,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,100,31800
-1,-1,-1,-1,,-,-1.0,,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,100,1972
