COARSE,SAND,SILT,CLAY,TEXTURE_USDA,TEXTURE_SOTER,BULK,REF_BULK,ORG_CARBON,PH_WATER,TOTAL_N,CN_RATIO,CEC_SOIL,CEC_CLAY,CEC_EFF,TEB,BSAT,ALUM_SAT,ESP,TCARBON_EQ,GYPSUM,ELEC_COND,SHARE,HWSD2_SMU_ID
11,40,41,19,9.0,M,1.47,1.6900001,2.0370002,5.3000002,1.54,14,11,26,6,5,47,21,1,0.0,0.1,0,100,31816
11,40,41,19,9.0,M,1.47,1.6900001,2.0370002,5.3000002,1.54,14,11,26,6,5,47,21,1,0.0,0.1,0,30,31801
11,40,41,19,9.0,M,1.47,1.6900001,2.0370002,5.3000002,1.54,14,11,26,6,5,47,21,1,0.0,0.1,0,70,31802
7,89,5,6,12.0,C,1.39,1.34,0.24200001,6.9000001,0.22,11,4,47,5,4,89,0,2,4.4000001,0.1,0,10,1694
9,88,6,6,12.0,C,1.62,1.34,0.255,8.0,0.25999999,10,5,52,12,12,100,0,2,5.8000002,0.1,0,30,32050
9,88,6,6,12.0,C,1.62,1.34,0.255,8.0,0.25999999,10,5,52,12,12,100,0,2,5.8000002,0.1,0,100,32034
9,88,6,6,12.0,C,1.62,1.34,0.255,8.0,0.25999999,10,5,52,12,12,100,0,2,5.8000002,0.1,0,40,32016
9,88,6,6,12.0,C,1.62,1.34,0.255,8.0,0.25999999,10,5,52,12,12,100,0,2,5.8000002,0.1,0,20,32049
9,88,6,6,12.0,C,1.62,1.34,0.255,8.0,0.25999999,10,5,52,12,12,100,0,2,5.8000002,0.1,0,30,31996
9,88,6,6,12.0,C,1.62,1.34,0.255,8.0,0.25999999,10,5,52,12,12,100,0,2,5.8000002,0.1,0,40,31962
9,88,6,6,12.0,C,1.62,1.34,0.255,8.0,0.25999999,10,5,52,12,12,100,0,2,5.8000002,0.1,0,100,31978
9,88,6,6,12.0,C,1.62,1.34,0.255,8.0,0.25999999,10,5,52,12,12,100,0,2,5.8000002,0.1,0,40,32032
9,88,6,6,12.0,C,1.62,1.34,0.255,8.0,0.25999999,10,5,52,12,12,100,0,2,5.8000002,0.1,0,100,32019
6,90,5,5,12.0,C,1.48,1.28,0.259,6.6999998,0.31999999,9,4,61,4,4,89,0,3,0.0,0.1,0,30,32011
6,90,5,5,12.0,C,1.48,1.28,0.259,6.6999998,0.31999999,9,4,61,4,4,89,0,3,0.0,0.1,0,70,32037
6,90,5,5,12.0,C,1.48,1.28,0.259,6.6999998,0.31999999,9,4,61,4,4,89,0,3,0.0,0.1,0,35,31904
6,90,5,5,12.0,C,1.48,1.28,0.259,6.6999998,0.31999999,9,4,61,4,4,89,0,3,0.0,0.1,0,70,31996
6,90,5,5,12.0,C,1.48,1.28,0.259,6.6999998,0.31999999,9,4,61,4,4,89,0,3,0.0,0.1,0,60,31962
6,90,5,5,12.0,C,1.48,1.28,0.259,6.6999998,0.31999999,9,4,61,4,4,89,0,3,0.0,0.1,0,100,31999
6,90,5,5,12.0,C,1.48,1.28,0.259,6.6999998,0.31999999,9,4,61,4,4,89,0,3,0.0,0.1,0,40,32008
6,90,5,5,12.0,C,1.48,1.28,0.259,6.6999998,0.31999999,9,4,61,4,4,89,0,3,0.0,0.1,0,40,31940
9,87,9,4,12.0,C,1.4400001,1.2,0.62800002,5.6999998,0.51999998,13,4,33,3,3,76,6,2,0.0,0.1,0,30,31828
9,87,9,4,12.0,C,1.4400001,1.2,0.62800002,5.6999998,0.51999998,13,4,33,3,3,76,6,2,0.0,0.1,0,60,31890
9,87,9,4,12.0,C,1.4400001,1.2,0.62800002,5.6999998,0.51999998,13,4,33,3,3,76,6,2,0.0,0.1,0,60,31831
9,87,9,4,12.0,C,1.4400001,1.2,0.62800002,5.6999998,0.51999998,13,4,33,3,3,76,6,2,0.0,0.1,0,40,31805
9,87,9,4,12.0,C,1.4400001,1.2,0.62800002,5.6999998,0.51999998,13,4,33,3,3,76,6,2,0.0,0.1,0,40,31829
9,87,9,4,12.0,C,1.4400001,1.2,0.62800002,5.6999998,0.51999998,13,4,33,3,3,76,6,2,0.0,0.1,0,100,31804
11,44,35,21,9.0,M,1.39,1.73,1.14,8.1999998,1.24,10,10,38,8,6,72,0,2,15.9,0.2,1,15,31998
12,49,33,18,9.0,M,1.45,1.6799999,0.69699997,8.1999998,0.80000001,9,14,67,38,38,100,0,2,13.9,0.2,1,50,31867
12,49,33,18,9.0,M,1.45,1.6799999,0.69699997,8.1999998,0.80000001,9,14,67,38,38,100,0,2,13.9,0.2,1,70,1964
12,49,33,18,9.0,M,1.45,1.6799999,0.69699997,8.1999998,0.80000001,9,14,67,38,38,100,0,2,13.9,0.2,1,60,1846
12,49,33,18,9.0,M,1.45,1.6799999,0.69699997,8.1999998,0.80000001,9,14,67,38,38,100,0,2,13.9,0.2,1,60,1834
12,49,33,18,9.0,M,1.45,1.6799999,0.69699997,8.1999998,0.80000001,9,14,67,38,38,100,0,2,13.9,0.2,1,60,1838
12,49,33,18,9.0,M,1.45,1.6799999,0.69699997,8.1999998,0.80000001,9,14,67,38,38,100,0,2,13.9,0.2,1,30,1839
12,49,33,18,9.0,M,1.45,1.6799999,0.69699997,8.1999998,0.80000001,9,14,67,38,38,100,0,2,13.9,0.2,1,70,1840
12,49,33,18,9.0,M,1.45,1.6799999,0.69699997,8.1999998,0.80000001,9,14,67,38,38,100,0,2,13.9,0.2,1,70,1844
12,49,33,18,9.0,M,1.45,1.6799999,0.69699997,8.1999998,0.80000001,9,14,67,38,38,100,0,2,13.9,0.2,1,30,1849
12,49,33,18,9.0,M,1.45,1.6799999,0.69699997,8.1999998,0.80000001,9,14,67,38,38,100,0,2,13.9,0.2,1,30,1851
12,49,33,18,9.0,M,1.45,1.6799999,0.69699997,8.1999998,0.80000001,9,14,67,38,38,100,0,2,13.9,0.2,1,60,1843
12,49,33,18,9.0,M,1.45,1.6799999,0.69699997,8.1999998,0.80000001,9,14,67,38,38,100,0,2,13.9,0.2,1,70,329
12,49,33,18,9.0,M,1.45,1.6799999,0.69699997,8.1999998,0.80000001,9,14,67,38,38,100,0,2,13.9,0.2,1,70,1833
12,49,33,18,9.0,M,1.45,1.6799999,0.69699997,8.1999998,0.80000001,9,14,67,38,38,100,0,2,13.9,0.2,1,100,1832
12,49,33,18,9.0,M,1.45,1.6799999,0.69699997,8.1999998,0.80000001,9,14,67,38,38,100,0,2,13.9,0.2,1,50,1316
12,49,33,18,9.0,M,1.45,1.6799999,0.69699997,8.1999998,0.80000001,9,14,67,38,38,100,0,2,13.9,0.2,1,50,1315
12,49,33,18,9.0,M,1.45,1.6799999,0.69699997,8.1999998,0.80000001,9,14,67,38,38,100,0,2,13.9,0.2,1,10,1823
12,49,33,18,9.0,M,1.45,1.6799999,0.69699997,8.1999998,0.80000001,9,14,67,38,38,100,0,2,13.9,0.2,1,20,1830
12,49,33,18,9.0,M,1.45,1.6799999,0.69699997,8.1999998,0.80000001,9,14,67,38,38,100,0,2,13.9,0.2,1,30,1770
12,49,33,18,9.0,M,1.45,1.6799999,0.69699997,8.1999998,0.80000001,9,14,67,38,38,100,0,2,13.9,0.2,1,70,1775
11,36,33,31,5.0,M,1.4400001,1.86,0.83199996,8.1999998,0.93000001,9,22,59,42,42,99,0,2,18.6,0.30000001,1,70,1963
11,36,33,31,5.0,M,1.4400001,1.86,0.83199996,8.1999998,0.93000001,9,22,59,42,42,99,0,2,18.6,0.30000001,1,60,320
11,36,33,31,5.0,M,1.4400001,1.86,0.83199996,8.1999998,0.93000001,9,22,59,42,42,99,0,2,18.6,0.30000001,1,60,1779
11,36,33,31,5.0,M,1.4400001,1.86,0.83199996,8.1999998,0.93000001,9,22,59,42,42,99,0,2,18.6,0.30000001,1,40,1776
11,36,33,31,5.0,M,1.4400001,1.86,0.83199996,8.1999998,0.93000001,9,22,59,42,42,99,0,2,18.6,0.30000001,1,30,1772
11,36,33,31,5.0,M,1.4400001,1.86,0.83199996,8.1999998,0.93000001,9,22,59,42,42,99,0,2,18.6,0.30000001,1,70,1842
11,36,33,31,5.0,M,1.4400001,1.86,0.83199996,8.1999998,0.93000001,9,22,59,42,42,99,0,2,18.6,0.30000001,1,70,1841
9,55,26,19,11.0,M,1.54,1.7,0.66500002,8.0,0.74000001,9,15,68,30,30,100,0,1,3.8,0.2,1,25,31938
9,55,26,19,11.0,M,1.54,1.7,0.66500002,8.0,0.74000001,9,15,68,30,30,100,0,1,3.8,0.2,1,40,32040
9,55,26,19,11.0,M,1.54,1.7,0.66500002,8.0,0.74000001,9,15,68,30,30,100,0,1,3.8,0.2,1,20,31954
9,55,26,19,11.0,M,1.54,1.7,0.66500002,8.0,0.74000001,9,15,68,30,30,100,0,1,3.8,0.2,1,100,32030
9,55,26,19,11.0,M,1.54,1.7,0.66500002,8.0,0.74000001,9,15,68,30,30,100,0,1,3.8,0.2,1,60,32031
9,55,26,19,11.0,M,1.54,1.7,0.66500002,8.0,0.74000001,9,15,68,30,30,100,0,1,3.8,0.2,1,30,32037
9,55,26,19,11.0,M,1.54,1.7,0.66500002,8.0,0.74000001,9,15,68,30,30,100,0,1,3.8,0.2,1,20,32033
9,55,26,19,11.0,M,1.54,1.7,0.66500002,8.0,0.74000001,9,15,68,30,30,100,0,1,3.8,0.2,1,60,31953
9,55,26,19,11.0,M,1.54,1.7,0.66500002,8.0,0.74000001,9,15,68,30,30,100,0,1,3.8,0.2,1,30,32023
9,55,26,19,11.0,M,1.54,1.7,0.66500002,8.0,0.74000001,9,15,68,30,30,100,0,1,3.8,0.2,1,70,32011
9,55,26,19,11.0,M,1.54,1.7,0.66500002,8.0,0.74000001,9,15,68,30,30,100,0,1,3.8,0.2,1,30,31988
9,55,26,19,11.0,M,1.54,1.7,0.66500002,8.0,0.74000001,9,15,68,30,30,100,0,1,3.8,0.2,1,60,32029
9,55,26,19,11.0,M,1.54,1.7,0.66500002,8.0,0.74000001,9,15,68,30,30,100,0,1,3.8,0.2,1,20,31889
9,55,26,19,11.0,M,1.54,1.7,0.66500002,8.0,0.74000001,9,15,68,30,30,100,0,1,3.8,0.2,1,50,32026
9,55,26,19,11.0,M,1.54,1.7,0.66500002,8.0,0.74000001,9,15,68,30,30,100,0,1,3.8,0.2,1,70,32020
9,55,26,19,11.0,M,1.54,1.7,0.66500002,8.0,0.74000001,9,15,68,30,30,100,0,1,3.8,0.2,1,60,32025
9,55,26,19,11.0,M,1.54,1.7,0.66500002,8.0,0.74000001,9,15,68,30,30,100,0,1,3.8,0.2,1,50,32024
26,40,29,31,5.0,M,1.52,1.86,0.78499997,7.6999998,0.99000001,10,18,56,31,31,91,0,3,27.9,0.30000001,1,40,31827
26,40,29,31,5.0,M,1.52,1.86,0.78499997,7.6999998,0.99000001,10,18,56,31,31,91,0,3,27.9,0.30000001,1,20,31833
26,40,29,31,5.0,M,1.52,1.86,0.78499997,7.6999998,0.99000001,10,18,56,31,31,91,0,3,27.9,0.30000001,1,20,31890
26,40,29,31,5.0,M,1.52,1.86,0.78499997,7.6999998,0.99000001,10,18,56,31,31,91,0,3,27.9,0.30000001,1,30,31826
26,40,29,31,5.0,M,1.52,1.86,0.78499997,7.6999998,0.99000001,10,18,56,31,31,91,0,3,27.9,0.30000001,1,65,31819
18,61,22,17,11.0,M,1.4400001,1.67,0.648,8.1000004,0.75999999,9,12,71,31,31,100,0,5,17.200001,0.2,0,100,31974
18,61,22,17,11.0,M,1.4400001,1.67,0.648,8.1000004,0.75999999,9,12,71,31,31,100,0,5,17.200001,0.2,0,40,31937
18,61,22,17,11.0,M,1.4400001,1.67,0.648,8.1000004,0.75999999,9,12,71,31,31,100,0,5,17.200001,0.2,0,30,31919
18,61,22,17,11.0,M,1.4400001,1.67,0.648,8.1000004,0.75999999,9,12,71,31,31,100,0,5,17.200001,0.2,0,40,31936
18,61,22,17,11.0,M,1.4400001,1.67,0.648,8.1000004,0.75999999,9,12,71,31,31,100,0,5,17.200001,0.2,0,40,31922
18,61,22,17,11.0,M,1.4400001,1.67,0.648,8.1000004,0.75999999,9,12,71,31,31,100,0,5,17.200001,0.2,0,30,31915
18,61,22,17,11.0,M,1.4400001,1.67,0.648,8.1000004,0.75999999,9,12,71,31,31,100,0,5,17.200001,0.2,0,70,31914
18,61,22,17,11.0,M,1.4400001,1.67,0.648,8.1000004,0.75999999,9,12,71,31,31,100,0,5,17.200001,0.2,0,100,31992
18,61,22,17,11.0,M,1.4400001,1.67,0.648,8.1000004,0.75999999,9,12,71,31,31,100,0,5,17.200001,0.2,0,60,31976
18,61,22,17,11.0,M,1.4400001,1.67,0.648,8.1000004,0.75999999,9,12,71,31,31,100,0,5,17.200001,0.2,0,60,31844
18,61,22,17,11.0,M,1.4400001,1.67,0.648,8.1000004,0.75999999,9,12,71,31,31,100,0,5,17.200001,0.2,0,40,32000
18,61,22,17,11.0,M,1.4400001,1.67,0.648,8.1000004,0.75999999,9,12,71,31,31,100,0,5,17.200001,0.2,0,50,31842
18,61,22,17,11.0,M,1.4400001,1.67,0.648,8.1000004,0.75999999,9,12,71,31,31,100,0,5,17.200001,0.2,0,100,32041
18,61,22,17,11.0,M,1.4400001,1.67,0.648,8.1000004,0.75999999,9,12,71,31,31,100,0,5,17.200001,0.2,0,50,31928
18,61,22,17,11.0,M,1.4400001,1.67,0.648,8.1000004,0.75999999,9,12,71,31,31,100,0,5,17.200001,0.2,0,60,31955
18,61,22,17,11.0,M,1.4400001,1.67,0.648,8.1000004,0.75999999,9,12,71,31,31,100,0,5,17.200001,0.2,0,20,31854
18,61,22,17,11.0,M,1.4400001,1.67,0.648,8.1000004,0.75999999,9,12,71,31,31,100,0,5,17.200001,0.2,0,40,32031
18,61,22,17,11.0,M,1.4400001,1.67,0.648,8.1000004,0.75999999,9,12,71,31,31,100,0,5,17.200001,0.2,0,20,31927
18,61,22,17,11.0,M,1.4400001,1.67,0.648,8.1000004,0.75999999,9,12,71,31,31,100,0,5,17.200001,0.2,0,60,31970
18,61,22,17,11.0,M,1.4400001,1.67,0.648,8.1000004,0.75999999,9,12,71,31,31,100,0,5,17.200001,0.2,0,100,32039
18,61,22,17,11.0,M,1.4400001,1.67,0.648,8.1000004,0.75999999,9,12,71,31,31,100,0,5,17.200001,0.2,0,100,31941
18,61,22,17,11.0,M,1.4400001,1.67,0.648,8.1000004,0.75999999,9,12,71,31,31,100,0,5,17.200001,0.2,0,80,31969
18,61,22,17,11.0,M,1.4400001,1.67,0.648,8.1000004,0.75999999,9,12,71,31,31,100,0,5,17.200001,0.2,0,20,32029
18,61,22,17,11.0,M,1.4400001,1.67,0.648,8.1000004,0.75999999,9,12,71,31,31,100,0,5,17.200001,0.2,0,40,32023
18,61,22,17,11.0,M,1.4400001,1.67,0.648,8.1000004,0.75999999,9,12,71,31,31,100,0,5,17.200001,0.2,0,30,32044
18,61,22,17,11.0,M,1.4400001,1.67,0.648,8.1000004,0.75999999,9,12,71,31,31,100,0,5,17.200001,0.2,0,40,31847
18,61,22,17,11.0,M,1.4400001,1.67,0.648,8.1000004,0.75999999,9,12,71,31,31,100,0,5,17.200001,0.2,0,30,31926
18,61,22,17,11.0,M,1.4400001,1.67,0.648,8.1000004,0.75999999,9,12,71,31,31,100,0,5,17.200001,0.2,0,25,31902
18,61,22,17,11.0,M,1.4400001,1.67,0.648,8.1000004,0.75999999,9,12,71,31,31,100,0,5,17.200001,0.2,0,30,31901
18,61,22,17,11.0,M,1.4400001,1.67,0.648,8.1000004,0.75999999,9,12,71,31,31,100,0,5,17.200001,0.2,0,40,32038
18,40,36,24,9.0,M,1.42,1.77,1.178,8.0,0.88,9,21,61,32,32,100,0,5,27.299999,0.30000001,0,70,31810
18,40,36,24,9.0,M,1.42,1.77,1.178,8.0,0.88,9,21,61,32,32,100,0,5,27.299999,0.30000001,0,65,31825
18,40,36,24,9.0,M,1.42,1.77,1.178,8.0,0.88,9,21,61,32,32,100,0,5,27.299999,0.30000001,0,70,31828
18,40,36,24,9.0,M,1.42,1.77,1.178,8.0,0.88,9,21,61,32,32,100,0,5,27.299999,0.30000001,0,50,31878
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,60,31869
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,20,31867
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,30,31914
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,60,31857
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,50,31893
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,60,31851
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,25,31837
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,60,31977
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,60,31853
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,50,31899
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,60,31855
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,70,31916
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,65,31900
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,50,31889
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,60,31854
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,80,31887
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,40,31905
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,30,31881
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,10,31915
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,70,31901
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,50,31904
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,50,31920
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,60,31856
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,50,31871
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,100,31921
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,25,31903
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,50,31902
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,60,31846
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,60,31910
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,60,31897
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,30,31922
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,40,31906
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,20,31969
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,60,31847
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,70,31898
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,40,31933
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,20,31864
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,70,31944
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,40,31953
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,60,31940
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,60,31860
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,50,31909
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,50,31938
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,20,31861
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,40,31844
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,30,31862
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,60,31936
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,70,31863
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,60,31934
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,80,31927
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,20,31841
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,60,31848
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,70,31840
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,25,31928
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,60,31859
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,20,31912
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,40,31955
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,50,31839
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,60,31964
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,20,31926
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,40,31913
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,60,1124
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,40,1130
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,30,1132
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,20,1409
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,60,1116
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,50,1239
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,50,1238
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,20,1344
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,70,1135
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,70,1128
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,70,1127
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,60,1117
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,60,1118
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,70,1126
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,70,1125
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,50,1129
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,20,1524
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,20,1345
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,30,1526
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,50,31836
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,50,31833
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,20,31888
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,35,31825
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,25,31865
